Unique user count;Component set;Product;Version
14;Component1+Component11+Component19+Component21+Component29+Component30+Component31;2049294527;11.4.0.233
14;Component14+Component28+Component30+Component31+Component32;-1753079652;11.3.0.773
14;Component1+Component3+Component9+Component11+Component12+Component14+Component18+Component21+Component22+Component23+Component24+Component25+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
14;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component16+Component18+Component19+Component21+Component23+Component24+Component25+Component26+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
14;Component1+Component9+Component11+Component12+Component14+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
13;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component19+Component21+Component23+Component24+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
13;Component1+Component5+Component11+Component15+Component19+Component21+Component22+Component25+Component28+Component29+Component30+Component31;2049294527;21.2.16.590
13;Component1+Component11+Component15+Component21+Component28+Component29+Component30+Component31;2049294527;21.2.16.590
13;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component19+Component21+Component22+Component23+Component24+Component25+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
13;Component1+Component9+Component11+Component12+Component14+Component15+Component18+Component21+Component23+Component24+Component26+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
13;Component1+Component5+Component9+Component11+Component12+Component14+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
13;Component1+Component9+Component11+Component14+Component21+Component23+Component29+Component30+Component31;-1753079652;11.3.0.773
13;Component1+Component9+Component11+Component14+Component15+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
13;Component1+Component9+Component11+Component14+Component21+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
13;Component1+Component9+Component14+Component21+Component23+Component29+Component30+Component31;-1753079652;11.4.0.233
13;Component1+Component9+Component12+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
12;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component21+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
12;Component1+Component5+Component9+Component11+Component14+Component21+Component24+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
12;Component30+Component31;-1753079652;11.3.0.773
12;Component1+Component11+Component12+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
12;Component1+Component9+Component11+Component12+Component14+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
12;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component18+Component21+Component23+Component24+Component26+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
12;Component1+Component9+Component11+Component14+Component21+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
12;Component1+Component5+Component9+Component11+Component14+Component21+Component24+Component25+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
12;Component1+Component9+Component11+Component15+Component21+Component24+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
12;Component1+Component9+Component14+Component21+Component23+Component24+Component28+Component29+Component30+Component31;-1753079652;21.2.16.590
12;Component1+Component9+Component11+Component12+Component14+Component15+Component21+Component23+Component29+Component30+Component31;-1753079652;11.4.0.233
11;Component1+Component9+Component11+Component12+Component14+Component21+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
11;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component19+Component21+Component23+Component24+Component25+Component26+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
11;Component1+Component9+Component11+Component14+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
11;Component1+Component9+Component11+Component14+Component15+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
11;Component1+Component9+Component11+Component14+Component19+Component21+Component23+Component24+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
11;Component1+Component21+Component29+Component30+Component31;2049294527;11.3.0.773
11;Component1+Component9+Component11+Component12+Component14+Component21+Component23+Component28+Component29+Component30+Component31;-1753079652;21.2.16.590
11;Component1+Component5+Component9+Component11+Component14+Component21+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
10;Component1+Component9+Component11+Component14+Component16+Component19+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
10;Component1+Component9+Component11+Component12+Component14+Component21+Component23+Component24+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
10;Component1+Component9+Component11+Component12+Component14+Component15+Component21+Component22+Component23+Component24+Component25+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
10;Component1+Component9+Component11+Component14+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
10;Component1+Component5+Component9+Component11+Component15+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
10;Component1+Component9+Component11+Component14+Component21+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
10;Component1+Component5+Component9+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
10;Component1+Component9+Component11+Component14+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
9;Component1+Component3+Component9+Component11+Component12+Component14+Component15+Component18+Component21+Component23+Component24+Component25+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
9;Component1+Component11+Component15+Component21+Component29+Component30+Component31;2049294527;11.3.0.773
9;Component1+Component11+Component12+Component14+Component15+Component19+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
9;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component19+Component21+Component23+Component24+Component25+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
9;Component1+Component5+Component9+Component11+Component12+Component13+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
9;Component1+Component9+Component11+Component12+Component14+Component15+Component19+Component21+Component23+Component24+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
9;Component1+Component11+Component14+Component19+Component21+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
9;Component1+Component9+Component12+Component14+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
9;Component1+Component9+Component11+Component14+Component15+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
9;Component1+Component5+Component11+Component15+Component16+Component21+Component29+Component30+Component31;2049294527;11.3.0.773
9;Component1+Component11+Component15+Component19+Component21+Component28+Component29+Component30+Component31;2049294527;11.4.0.233
9;Component1+Component11+Component15+Component19+Component21+Component28+Component29+Component30+Component31;2049294527;21.2.16.590
9;Component1+Component3+Component5+Component9+Component11+Component12+Component14+Component15+Component18+Component19+Component21+Component22+Component23+Component25+Component26+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
9;Component1+Component9+Component11+Component12+Component14+Component15+Component19+Component21+Component23+Component24+Component25+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
9;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31;-1753079652;21.2.16.590
9;Component1+Component5+Component11+Component15+Component16+Component19+Component21+Component25+Component28+Component29+Component30+Component31;2049294527;11.3.0.773
9;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component19+Component21+Component23+Component24+Component25+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
9;Component1+Component5+Component9+Component11+Component12+Component14+Component21+Component23+Component24+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
9;Component1+Component5+Component9+Component11+Component12+Component14+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
9;Component1+Component9+Component11+Component14+Component19+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
9;Component1+Component5+Component9+Component11+Component12+Component14+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
8;Component30+Component31;-1753079652;21.2.16.590
8;Component1+Component9+Component11+Component12+Component14+Component19+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
8;Component11+Component21+Component30+Component31;-1753079652;11.4.0.233
8;Component1+Component5+Component11+Component16+Component21+Component28+Component29+Component30+Component31;2049294527;11.3.0.773
8;Component1+Component5+Component11+Component15+Component19+Component21+Component28+Component29+Component30+Component31;2049294527;11.3.0.773
8;Component14+Component30+Component31+Component32;-1753079652;11.3.0.773
8;Component1+Component9+Component11+Component14+Component15+Component19+Component21+Component23+Component24+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
8;Component1+Component11+Component15+Component19+Component21+Component29+Component30+Component31;2049294527;11.4.0.233
8;Component1+Component9+Component12+Component14+Component15+Component19+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
8;Component1+Component9+Component11+Component12+Component14+Component15+Component21+Component23+Component24+Component28+Component29+Component30+Component31;-1753079652;11.3.0.773
8;Component1+Component21+Component29+Component30+Component31;2049294527;21.2.16.590
8;Component1+Component3+Component9+Component11+Component12+Component14+Component15+Component19+Component21+Component23+Component24+Component25+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
8;Component1+Component15+Component21+Component29+Component30+Component31;2049294527;11.4.0.233
8;Component1+Component5+Component9+Component11+Component12+Component14+Component21+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
8;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component18+Component19+Component21+Component23+Component24+Component26+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
8;Component9+Component11+Component12+Component14+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
8;Component1+Component5+Component9+Component11+Component14+Component19+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
8;Component1+Component9+Component12+Component14+Component15+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
8;Component1+Component5+Component9+Component11+Component12+Component15+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
7;Component1+Component9+Component12+Component14+Component15+Component19+Component21+Component23+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
7;Component1+Component9+Component11+Component12+Component14+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
7;Component1+Component9+Component11+Component12+Component14+Component19+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
7;Component1+Component5+Component9+Component11+Component12+Component15+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
7;Component1+Component3+Component9+Component12+Component14+Component15+Component18+Component19+Component21+Component23+Component24+Component25+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
7;Component1+Component12+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
7;Component1+Component9+Component11+Component12+Component14+Component15+Component18+Component19+Component21+Component23+Component24+Component25+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
7;Component1+Component9+Component11+Component12+Component14+Component15+Component21+Component24+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
7;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component21+Component23+Component24+Component29+Component30+Component31;-1753079652;11.4.0.233
7;Component1+Component5+Component9+Component11+Component14+Component15+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
7;Component1+Component12+Component14+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
7;Component1+Component9+Component11+Component12+Component15+Component21+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
7;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component21+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
7;Component1+Component9+Component12+Component14+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
7;Component1+Component11+Component19+Component21+Component28+Component29+Component30+Component31;2049294527;11.4.0.233
7;Component1+Component12+Component14+Component15+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
7;Component30+Component31;2049294527;11.3.0.773
6;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component16+Component18+Component19+Component21+Component23+Component24+Component26+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
6;Component1+Component9+Component11+Component12+Component14+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
6;Component1+Component9+Component11+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
6;Component1+Component12+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
6;Component1+Component9+Component14+Component21+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
6;Component1+Component9+Component11+Component12+Component14+Component15+Component21+Component23+Component24+Component29+Component30+Component31;-1753079652;11.4.0.233
6;Component1+Component12+Component14+Component21+Component23+Component29+Component30+Component31;-1753079652;11.4.0.233
6;Component28+Component30+Component31;-1753079652;11.4.0.233
6;Component1+Component11+Component14+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
6;Component1+Component9+Component11+Component21+Component28+Component29+Component30+Component31;-1753079652;11.3.0.773
6;Component1+Component9+Component11+Component12+Component14+Component15+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
6;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component16+Component18+Component19+Component21+Component23+Component24+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
6;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component21+Component23+Component24+Component28+Component29+Component30+Component31;-1753079652;11.3.0.773
6;Component1+Component3+Component5+Component9+Component11+Component12+Component14+Component15+Component19+Component21+Component23+Component24+Component25+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
6;Component1+Component9+Component11+Component12+Component14+Component15+Component18+Component21+Component23+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
6;Component1+Component5+Component9+Component11+Component12+Component14+Component21+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
6;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component18+Component19+Component21+Component23+Component24+Component25+Component26+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
6;Component1+Component9+Component12+Component14+Component21+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
6;Component1+Component3+Component9+Component11+Component12+Component14+Component15+Component18+Component21+Component23+Component24+Component25+Component26+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
6;Component1+Component5+Component9+Component11+Component14+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
6;Component1+Component5+Component11+Component12+Component14+Component15+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
6;Component1+Component19+Component21+Component28+Component29+Component30+Component31;2049294527;11.4.0.233
6;Component1+Component9+Component11+Component12+Component14+Component15+Component21+Component23+Component24+Component25+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
6;Component1+Component9+Component11+Component12+Component14+Component15+Component21+Component23+Component29+Component30+Component31;-1753079652;21.2.16.590
6;Component1+Component9+Component11+Component12+Component14+Component15+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
6;Component1+Component5+Component9+Component11+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
6;Component1+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
6;Component30+Component31;2049294527;21.2.16.590
6;Component1+Component9+Component11+Component12+Component14+Component15+Component19+Component21+Component23+Component29+Component30+Component31;-1753079652;11.4.0.233
6;Component1+Component9+Component11+Component12+Component14+Component15+Component21+Component23+Component24+Component25+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
6;Component1+Component9+Component11+Component12+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31;-1753079652;21.2.16.590
6;Component1+Component5+Component9+Component11+Component14+Component21+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
5;Component1+Component9+Component11+Component14+Component21+Component29+Component30+Component31;-1753079652;11.4.0.233
5;Component1+Component5+Component9+Component11+Component14+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
5;Component24+Component28+Component30+Component31;-1753079652;11.3.0.773
5;Component1+Component11+Component12+Component14+Component21+Component23+Component29+Component30+Component31;-1753079652;11.4.0.233
5;Component1+Component21+Component29+Component30+Component31;-1753079652;21.2.16.590
5;Component1+Component9+Component11+Component14+Component15+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
5;Component1+Component11+Component19+Component21+Component29+Component30+Component31;2049294527;11.3.0.773
5;Component1+Component9+Component11+Component12+Component14+Component15+Component16+Component19+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
5;Component1+Component9+Component12+Component14+Component15+Component21+Component23+Component29+Component30+Component31;-1753079652;11.4.0.233
5;Component1+Component9+Component11+Component14+Component15+Component21+Component23+Component24+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
5;Component1+Component5+Component9+Component11+Component12+Component14+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
5;Component1+Component9+Component15+Component21+Component23+Component24+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
5;Component1+Component9+Component12+Component14+Component15+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
5;Component1+Component9+Component14+Component21+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
5;Component1+Component9+Component11+Component12+Component14+Component19+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
5;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1747671608;21.2.16.590
5;Component1+Component9+Component11+Component14+Component15+Component19+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
5;Component1+Component9+Component12+Component14+Component15+Component19+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
5;Component1+Component9+Component21+Component24+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
5;Component1+Component5+Component9+Component12+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
5;Component1+Component3+Component5+Component9+Component11+Component12+Component14+Component15+Component21+Component23+Component24+Component25+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
5;Component1+Component9+Component11+Component21+Component24+Component25+Component26+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
5;Component1+Component5+Component9+Component11+Component15+Component19+Component21+Component23+Component28+Component29+Component30+Component31;-1753079652;11.3.0.773
5;Component1+Component9+Component11+Component12+Component14+Component21+Component23+Component28+Component29+Component30+Component31;-1753079652;11.3.0.773
5;Component1+Component9+Component11+Component15+Component21+Component23+Component24+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
5;Component1+Component9+Component11+Component14+Component21+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
5;Component1+Component9+Component11+Component12+Component15+Component19+Component21+Component23+Component28+Component29+Component30+Component31;-1753079652;11.3.0.773
5;Component1+Component9+Component11+Component14+Component15+Component19+Component21+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
5;Component1+Component9+Component11+Component14+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
5;Component1+Component5+Component9+Component11+Component14+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
5;Component1+Component19+Component21+Component29+Component30+Component31;2049294527;11.4.0.233
4;Component1+Component9+Component11+Component12+Component14+Component15+Component21+Component29+Component30+Component31;-1753079652;21.2.16.590
4;Component1+Component5+Component11+Component12+Component14+Component15+Component19+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
4;Component1+Component9+Component11+Component21+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
4;Component1+Component9+Component12+Component14+Component15+Component19+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
4;Component1+Component5+Component9+Component11+Component12+Component13+Component14+Component15+Component21+Component22+Component23+Component24+Component25+Component26+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
4;Component1+Component9+Component11+Component12+Component14+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
4;Component1+Component12+Component14+Component15+Component21+Component23+Component24+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
4;Component5+Component11+Component12+Component14+Component15+Component23+Component28+Component30+Component31+Component32;-1753079652;11.3.0.773
4;Component1+Component9+Component14+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
4;Component1+Component9+Component11+Component21+Component28+Component29+Component30+Component31;-1753079652;21.2.16.590
4;Component1+Component5+Component9+Component11+Component15+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
4;Component1+Component9+Component11+Component14+Component15+Component19+Component21+Component24+Component25+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
4;Component1+Component9+Component11+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
4;Component1+Component9+Component11+Component12+Component14+Component15+Component16+Component19+Component21+Component23+Component28+Component29+Component30+Component31;-1753079652;11.3.0.773
4;Component1+Component9+Component11+Component12+Component14+Component19+Component21+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
4;Component5+Component30+Component31;-1753079652;11.4.0.233
4;Component1+Component5+Component9+Component11+Component12+Component14+Component21+Component23+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
4;Component1+Component9+Component11+Component14+Component15+Component21+Component23+Component24+Component29+Component30+Component31;-1753079652;11.3.0.773
4;Component1+Component9+Component12+Component14+Component15+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
4;Component1+Component11+Component21+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
4;Component1+Component9+Component14+Component21+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
4;Component1+Component5+Component9+Component11+Component12+Component15+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
4;Component1+Component5+Component11+Component15+Component16+Component21+Component28+Component29+Component30+Component31;2049294527;11.3.0.773
4;Component1+Component5+Component11+Component15+Component19+Component21+Component22+Component25+Component29+Component30+Component31;2049294527;21.2.16.590
4;Component1+Component5+Component9+Component11+Component12+Component14+Component19+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
4;Component1+Component5+Component9+Component11+Component14+Component15+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
4;Component5+Component11+Component12+Component14+Component15+Component23+Component28+Component30+Component31+Component32;-1753079652;11.4.0.233
4;Component1+Component9+Component15+Component19+Component21+Component23+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
4;Component1+Component11+Component15+Component19+Component21+Component29+Component30+Component31;2049294527;21.2.16.590
4;Component1+Component9+Component12+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
4;Component1+Component5+Component11+Component21+Component30+Component31;2049294527;11.4.0.233
4;Component1+Component9+Component19+Component21+Component23+Component24+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
4;Component1+Component5+Component9+Component11+Component14+Component15+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
4;Component14+Component30+Component31+Component32;-1753079652;11.4.0.233
4;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component16+Component19+Component21+Component23+Component24+Component25+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
4;Component1+Component5+Component9+Component11+Component21+Component23+Component29+Component30+Component31;-1753079652;11.4.0.233
4;Component11+Component14+Component30+Component31+Component32;-1753079652;11.3.0.773
4;Component1+Component9+Component11+Component14+Component15+Component21+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
4;Component1+Component5+Component9+Component11+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
4;Component12+Component14+Component30+Component31+Component32;-1753079652;11.4.0.233
4;Component1+Component5+Component11+Component12+Component14+Component15+Component19+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
4;Component1+Component9+Component11+Component12+Component14+Component15+Component21+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
4;Component1+Component19+Component21+Component23+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
3;Component1+Component5+Component11+Component12+Component14+Component15+Component21+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
3;Component1+Component11+Component12+Component14+Component15+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
3;Component1+Component5+Component9+Component11+Component14+Component15+Component21+Component23+Component24+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
3;Component1+Component11+Component12+Component14+Component15+Component21+Component23+Component24+Component25+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
3;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component18+Component19+Component21+Component23+Component24+Component26+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
3;Component1+Component15+Component21+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
3;Component1+Component11+Component19+Component21+Component28+Component29+Component30+Component31;2049294527;11.3.0.773
3;Component11+Component12+Component14+Component23+Component28+Component30+Component31;-1753079652;11.4.0.233
3;Component1+Component9+Component11+Component12+Component14+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
3;Component1+Component3+Component5+Component9+Component11+Component12+Component14+Component15+Component18+Component19+Component21+Component23+Component24+Component25+Component26+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
3;Component1+Component9+Component12+Component14+Component15+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
3;Component1+Component5+Component9+Component11+Component12+Component14+Component21+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.3.0.773
3;Component1+Component9+Component11+Component14+Component15+Component21+Component23+Component24+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
3;Component1+Component5+Component9+Component11+Component12+Component14+Component19+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
3;Component1+Component5+Component9+Component11+Component12+Component14+Component15+Component21+Component28+Component29+Component30+Component31+Component32;-1753079652;21.2.16.590
3;Component1+Component11+Component16+Component19+Component21+Component29+Component30+Component31;2049294527;11.3.0.773
3;Component1+Component4+Component5+Component11+Component15+Component19+Component21+Component22+Component25+Component29+Component30+Component31;2049294527;21.3.6.222
3;Component9+Component11+Component14+Component15+Component23+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
3;Component1+Component9+Component12+Component15+Component19+Component21+Component23+Component24+Component28+Component29+Component30+Component31;-1753079652;11.4.0.233
3;Component1+Component21+Component28+Component29+Component30+Component31;2049294527;21.2.16.590
3;Component1+Component11+Component16+Component21+Component29+Component30+Component31;2049294527;11.3.0.773
3;Component1+Component9+Component12+Component14+Component21+Component23+Component24+Component28+Component29+Component30+Component31+Component32;-1753079652;11.4.0.233
